section,reach,pass,length_mm,weight_g,sampledate
OG,U,1,115,NA,1994-08-31
OG,U,1,53,1.6,1994-08-31
OG,U,1,42,0.7,1994-08-31
OG,U,1,55,1.3,1994-08-31
OG,U,1,50,1.2,1994-08-31
OG,U,1,84,NA,1994-08-31
OG,U,1,153,NA,1994-08-31
OG,U,1,45,0.8,1994-08-31
OG,U,1,43,0.7,1994-08-31
OG,U,1,43,0.7,1994-08-31
OG,U,1,50,1.1,1994-08-31
OG,U,1,45,0.9,1994-08-31
OG,U,1,134,NA,1994-08-31
OG,U,1,110,NA,1994-08-31
OG,U,1,160,NA,1994-08-31
OG,U,1,91,NA,1994-08-31
OG,U,1,132,NA,1994-08-31
OG,U,1,121,NA,1994-08-31
OG,U,1,107,NA,1994-08-31
OG,U,1,112,NA,1994-08-31
OG,U,1,110,NA,1994-08-31
OG,U,1,100,NA,1994-08-31
OG,U,1,92,NA,1994-08-31
OG,U,1,80,NA,1994-08-31
OG,U,1,87,NA,1994-08-31
OG,U,1,73,NA,1994-08-31
OG,U,1,84,NA,1994-08-31
OG,U,1,47,1,1994-08-31
OG,U,1,54,1.4,1994-08-31
OG,U,1,49,1.2,1994-08-31
OG,U,1,37,0.5,1994-08-31
OG,U,1,44,1,1994-08-31
OG,U,2,40,0.5,1994-08-31
OG,U,2,80,NA,1994-08-31
OG,U,2,129,NA,1994-08-31
OG,U,2,134,NA,1994-08-31
OG,U,2,95,NA,1994-08-31
OG,U,2,79,NA,1994-08-31
OG,U,2,46,NA,1994-08-31
OG,U,2,47,NA,1994-08-31
OG,U,2,40,NA,1994-08-31
OG,U,2,73,NA,1994-08-31
OG,U,2,111,NA,1994-08-31
OG,U,2,84,NA,1994-08-31
OG,U,2,50,NA,1994-08-31
OG,U,2,52,NA,1994-08-31
OG,U,2,52,NA,1994-08-31
OG,U,2,77,NA,1994-08-31
OG,U,2,50,NA,1994-08-31
OG,U,2,91,NA,1994-08-31
OG,U,2,32,NA,1994-08-31
OG,U,2,55,NA,1994-08-31
OG,U,2,45,NA,1994-08-31
OG,U,1,125,21.64,1997-08-26
OG,U,1,45,1.16,1997-08-26
OG,U,1,97,9.31,1997-08-26
OG,U,1,126,20.69,1997-08-26
OG,U,1,48,1.48,1997-08-26
OG,U,1,52,1.57,1997-08-26
OG,U,1,135,30.8,1997-08-26
OG,U,1,73,4.96,1997-08-26
OG,U,1,95,8.18,1997-08-26
OG,U,1,45,1.11,1997-08-26
OG,U,1,102,11.53,1997-08-26
OG,U,1,38,0.61,1997-08-26
OG,U,1,149,33.84,1997-08-26
OG,U,1,37,0.5,1997-08-26
OG,U,1,44,0.98,1997-08-26
OG,U,1,32,0.33,1997-08-26
OG,U,1,41,0.72,1997-08-26
OG,U,1,40,0.62,1997-08-26
OG,U,1,46,1.01,1997-08-26
OG,U,1,142,31.03,1997-08-26
OG,U,1,92,7.95,1997-08-26
OG,U,1,97,9.18,1997-08-26
OG,U,1,41,0.91,1997-08-26
OG,U,1,46,1.12,1997-08-26
OG,U,1,47,1.03,1997-08-26
OG,U,1,47,1.23,1997-08-26
OG,U,1,122,20.43,1997-08-26
OG,U,1,44,0.89,1997-08-26
OG,U,1,93,8.39,1997-08-26
OG,U,1,104,11.44,1997-08-26
OG,U,1,109,13.48,1997-08-26
OG,U,1,118,18.88,1997-08-26
OG,U,1,46,0.98,1997-08-26
OG,U,1,32,0.36,1997-08-26
OG,U,1,41,0.76,1997-08-26
OG,U,1,37,0.64,1997-08-26
OG,U,1,43,0.91,1997-08-26
OG,U,1,81,6.36,1997-08-26
OG,U,1,103,11.23,1997-08-26
OG,U,1,87,7,1997-08-26
OG,U,1,96,8.81,1997-08-26
OG,U,1,47,0.83,1997-08-26
OG,U,1,83,6.17,1997-08-26
OG,U,1,175,55.33,1997-08-26
OG,U,1,47,1.15,1997-08-26
OG,U,1,42,0.83,1997-08-26
OG,U,1,48,1.35,1997-08-26
OG,U,1,95,9.49,1997-08-26
OG,U,1,107,13.99,1997-08-26
OG,U,1,43,0.82,1997-08-26
OG,U,1,87,6.89,1997-08-26
OG,U,1,122,19.29,1997-08-26
OG,U,1,112,13.1,1997-08-26
OG,U,1,144,35.14,1997-08-26
OG,U,1,107,13.36,1997-08-26
OG,U,1,121,20.83,1997-08-26
OG,U,1,122,19.99,1997-08-26
OG,U,1,38,0.65,1997-08-26
OG,U,1,37,0.54,1997-08-26
OG,U,1,48,1.29,1997-08-26
OG,U,1,41,0.8,1997-08-26
OG,U,1,40,0.55,1997-08-26
OG,U,1,40,0.8,1997-08-26
OG,U,1,55,1.73,1997-08-26
OG,U,1,49,1.38,1997-08-26
OG,U,1,111,16,1997-08-26
OG,U,1,134,26.59,1997-08-26
OG,U,1,144,31.83,1997-08-26
OG,U,1,91,7.95,1997-08-26
OG,U,1,134,27.15,1997-08-26
OG,U,1,44,0.89,1997-08-26
OG,U,1,44,1.02,1997-08-26
OG,U,1,35,0.43,1997-08-26
OG,U,1,44,0.96,1997-08-26
OG,U,1,29,0.21,1997-08-26
OG,U,1,89,8.05,1997-08-26
OG,U,1,75,5.56,1997-08-26
OG,U,1,33,0.38,1997-08-26
OG,U,1,39,0.77,1997-08-26
OG,U,1,45,1.02,1997-08-26
OG,U,1,98,9.57,1997-08-26
OG,U,1,53,1.89,1997-08-26
OG,U,1,112,14.44,1997-08-26
OG,U,1,99,9.39,1997-08-26
OG,U,1,106,12.67,1997-08-26
OG,U,1,46,0.16,1997-08-26
OG,U,1,45,1.08,1997-08-26
OG,U,1,44,1.01,1997-08-26
OG,U,1,82,6.26,1997-08-26
OG,U,1,110,15.4,1997-08-26
OG,U,1,96,9.47,1997-08-26
OG,U,1,100,10.53,1997-08-26
OG,U,1,45,0.97,1997-08-26
OG,U,1,47,1.06,1997-08-26
OG,U,1,115,15.51,1997-08-26
OG,U,1,52,1.47,1997-08-26
OG,U,1,42,0.74,1997-08-26
OG,U,1,136,30.44,1997-08-26
OG,U,1,43,0.95,1997-08-26
OG,U,1,44,0.92,1997-08-26
OG,U,1,46,1.17,1997-08-26
OG,U,1,49,1.46,1997-08-26
OG,U,1,44,1.02,1997-08-26
OG,U,1,44,0.97,1997-08-26
OG,U,1,46,1.17,1997-08-26
OG,U,1,47,1.25,1997-08-26
OG,U,1,49,1.35,1997-08-26
OG,U,1,41,0.68,1997-08-26
OG,U,1,100,10.64,1997-08-26
OG,U,2,49,1.32,1997-08-26
OG,U,2,36,0.45,1997-08-26
OG,U,2,40,0.89,1997-08-26
OG,U,2,123,20.83,1997-08-26
OG,U,2,45,104,1997-08-26
OG,U,2,104,15.75,1997-08-26
OG,U,2,121,18.56,1997-08-26
OG,U,2,50,1.27,1997-08-26
OG,U,2,46,1.16,1997-08-26
OG,U,2,40,0.83,1997-08-26
OG,U,2,47,1.37,1997-08-26
OG,U,2,46,1,1997-08-26
OG,U,2,32,0.36,1997-08-26
OG,U,2,41,0.73,1997-08-26
OG,U,2,37,0.62,1997-08-26
OG,U,2,100,10.53,1997-08-26
OG,U,2,108,12.81,1997-08-26
OG,U,2,106,12.14,1997-08-26
OG,U,2,31,0.29,1997-08-26
OG,U,2,39,0.75,1997-08-26
OG,U,2,46,1.11,1997-08-26
OG,U,2,38,0.73,1997-08-26
OG,U,2,47,1.11,1997-08-26
OG,U,2,31,0.39,1997-08-26
OG,U,2,44,0.81,1997-08-26
OG,L,1,118,NA,1999-09-01
OG,L,1,96,NA,1999-09-01
OG,L,1,98,NA,1999-09-01
OG,L,1,93,NA,1999-09-01
OG,L,1,101,NA,1999-09-01
OG,L,1,137,NA,1999-09-01
OG,L,1,148,NA,1999-09-01
OG,L,1,119,NA,1999-09-01
OG,L,1,77,NA,1999-09-01
OG,L,1,127,NA,1999-09-01
OG,L,1,43,NA,1999-09-01
OG,L,1,43,NA,1999-09-01
OG,L,1,36,NA,1999-09-01
OG,L,1,132,NA,1999-09-01
OG,L,1,35,NA,1999-09-01
OG,L,1,120,NA,1999-09-01
OG,L,1,150,NA,1999-09-01
OG,L,1,144,NA,1999-09-01
OG,L,1,45,NA,1999-09-01
OG,L,1,45,NA,1999-09-01
OG,L,1,122,NA,1999-09-01
OG,L,1,173,NA,1999-09-01
OG,L,1,102,NA,1999-09-01
OG,L,1,83,NA,1999-09-01
OG,L,1,42,NA,1999-09-01
OG,L,1,47,NA,1999-09-01
OG,L,1,47,NA,1999-09-01
OG,L,1,51,NA,1999-09-01
OG,L,1,118,NA,1999-09-01
OG,L,1,45,NA,1999-09-01
OG,L,1,38,NA,1999-09-01
OG,L,1,126,NA,1999-09-01
OG,L,1,118,NA,1999-09-01
OG,L,1,91,NA,1999-09-01
OG,L,1,146,NA,1999-09-01
OG,L,1,44,NA,1999-09-01
OG,L,1,46,NA,1999-09-01
OG,L,1,98,NA,1999-09-01
OG,L,1,127,NA,1999-09-01
OG,L,1,116,NA,1999-09-01
OG,L,1,113,NA,1999-09-01
OG,L,1,114,NA,1999-09-01
OG,L,1,114,NA,1999-09-01
OG,L,1,35,NA,1999-09-01
OG,L,1,121,NA,1999-09-01
OG,L,1,94,NA,1999-09-01
OG,L,1,119,NA,1999-09-01
OG,L,1,125,NA,1999-09-01
OG,L,1,124,NA,1999-09-01
OG,L,1,90,NA,1999-09-01
OG,L,2,128,NA,1999-09-01
OG,L,2,47,NA,1999-09-01
OG,L,2,51,NA,1999-09-01
OG,L,2,96,NA,1999-09-01
OG,L,2,159,NA,1999-09-01
OG,L,2,48,NA,1999-09-01
OG,L,2,87,NA,1999-09-01
OG,L,2,94,NA,1999-09-01
OG,L,2,103,NA,1999-09-01
OG,L,2,76,NA,1999-09-01
OG,L,2,117,NA,1999-09-01
OG,L,2,45,NA,1999-09-01
OG,L,2,36,NA,1999-09-01
OG,L,2,46,NA,1999-09-01
OG,L,2,44,NA,1999-09-01
OG,L,2,44,NA,1999-09-01
OG,L,2,131,NA,1999-09-01
OG,L,2,144,NA,1999-09-01
OG,L,2,109,NA,1999-09-01
OG,L,2,149,NA,1999-09-01
OG,U,1,44,0.79,2008-09-17
OG,U,1,46,1.46,2008-09-17
OG,U,1,42,0.73,2008-09-17
OG,U,1,47,1.08,2008-09-17
OG,U,1,52,1.39,2008-09-17
OG,U,1,150,34.27,2008-09-17
OG,U,1,49,1.44,2008-09-17
OG,U,1,51,1.15,2008-09-17
OG,U,1,89,7.15,2008-09-17
OG,U,1,81,5.54,2008-09-17
OG,U,1,139,27.64,2008-09-17
OG,U,1,117,16.13,2008-09-17
OG,U,1,95,8.27,2008-09-17
OG,U,1,115,14.55,2008-09-17
OG,U,1,78,4.4,2008-09-17
OG,U,1,84,6.58,2008-09-17
OG,U,1,88,6.44,2008-09-17
OG,U,1,105,11.07,2008-09-17
OG,U,1,132,22.48,2008-09-17
OG,U,1,114,14.53,2008-09-17
OG,U,1,115,15.36,2008-09-17
OG,U,1,127,19.8,2008-09-17
OG,U,1,149,33.75,2008-09-17
OG,U,1,47,1.04,2008-09-17
OG,U,1,82,6.12,2008-09-17
OG,U,1,72,4.33,2008-09-17
OG,U,1,111,16.76,2008-09-17
OG,U,1,102,11.15,2008-09-17
OG,U,1,47,1.1,2008-09-17
OG,U,1,96,8.95,2008-09-17
OG,U,1,108,12.11,2008-09-17
OG,U,1,134,24.92,2008-09-17
OG,U,1,130,22.65,2008-09-17
OG,U,1,119,17.64,2008-09-17
OG,U,1,95,8.17,2008-09-17
OG,U,1,119,16.25,2008-09-17
OG,U,1,101,9.87,2008-09-17
OG,U,1,136,26.1,2008-09-17
OG,U,1,168,48.91,2008-09-17
OG,U,1,121,21.17,2008-09-17
OG,U,1,164,41.27,2008-09-17
OG,U,1,151,35.35,2008-09-17
OG,U,1,51,1.17,2008-09-17
OG,U,1,49,0.94,2008-09-17
OG,U,1,52,1.24,2008-09-17
OG,U,1,75,4.01,2008-09-17
OG,U,1,89,6.94,2008-09-17
OG,U,1,89,7.36,2008-09-17
OG,U,1,80,5.16,2008-09-17
OG,U,1,101,10.3,2008-09-17
OG,U,1,127,19.89,2008-09-17
OG,U,1,138,24.04,2008-09-17
OG,U,1,98,8.99,2008-09-17
OG,U,1,116,15.58,2008-09-17
OG,U,1,126,18.61,2008-09-17
OG,U,1,140,31.09,2008-09-17
OG,U,1,135,18.56,2008-09-17
OG,U,1,129,20.23,2008-09-17
OG,U,1,129,20.57,2008-09-17
OG,U,1,48,1.07,2008-09-17
OG,U,1,34,0.37,2008-09-17
OG,U,1,88,7.05,2008-09-17
OG,U,1,97,9.58,2008-09-17
OG,U,1,35,0.39,2008-09-17
OG,U,1,83,6.69,2008-09-17
OG,U,1,31,0.27,2008-09-17
OG,U,1,51,1.48,2008-09-17
OG,U,1,41,0.76,2008-09-17
OG,U,1,47,0.96,2008-09-17
OG,U,1,51,1.24,2008-09-17
OG,U,1,44,0.79,2008-09-17
OG,U,1,45,0.86,2008-09-17
OG,U,1,50,1.19,2008-09-17
OG,U,1,43,0.86,2008-09-17
OG,U,1,86,4.73,2008-09-17
OG,U,1,38,0.57,2008-09-17
OG,U,1,44,0.87,2008-09-17
OG,U,1,46,1.03,2008-09-17
OG,U,1,41,0.66,2008-09-17
OG,U,1,75,4.45,2008-09-17
OG,U,1,103,10.58,2008-09-17
OG,U,1,50,1.2,2008-09-17
OG,U,1,128,21.6,2008-09-17
OG,U,1,90,7.59,2008-09-17
OG,U,1,117,15.49,2008-09-17
OG,U,1,123,21.64,2008-09-17
OG,U,1,128,19.87,2008-09-17
OG,U,1,106,12.04,2008-09-17
OG,U,1,100,10.02,2008-09-17
OG,U,1,88,6.83,2008-09-17
OG,U,1,82,5.84,2008-09-17
OG,U,1,102,11.08,2008-09-17
OG,U,1,119,18.77,2008-09-17
OG,U,1,111,14.2,2008-09-17
OG,U,2,45,NA,2008-09-17
OG,U,2,129,20.01,2008-09-17
OG,U,2,98,9.5,2008-09-17
OG,U,2,109,13.03,2008-09-17
OG,U,2,86,NA,2008-09-17
OG,U,2,104,10.97,2008-09-17
OG,U,2,55,NA,2008-09-17
OG,U,2,45,NA,2008-09-17
OG,U,2,47,NA,2008-09-17
OG,U,2,47,NA,2008-09-17
OG,U,2,48,NA,2008-09-17
OG,U,2,42,NA,2008-09-17
OG,U,2,45,NA,2008-09-17
OG,U,2,88,NA,2008-09-17
OG,U,2,111,14.48,2008-09-17
OG,L,1,44,0.9,2019-09-04
OG,L,1,43,0.8,2019-09-04
OG,L,1,113,15.8,2019-09-04
OG,L,1,102,10.6,2019-09-04
OG,L,1,86,7.1,2019-09-04
OG,L,1,103,11.2,2019-09-04
OG,L,1,87,6.5,2019-09-04
OG,L,1,71,4,2019-09-04
OG,L,1,41,0.7,2019-09-04
OG,L,1,138,28.4,2019-09-04
OG,L,1,102,10.9,2019-09-04
OG,L,1,112,15,2019-09-04
OG,L,1,113,14,2019-09-04
OG,L,1,96,8.3,2019-09-04
OG,L,1,127,22.8,2019-09-04
OG,L,1,86,7.2,2019-09-04
OG,L,1,95,8.6,2019-09-04
OG,L,1,39,0.7,2019-09-04
OG,L,1,33,0.8,2019-09-04
OG,L,1,38,0.7,2019-09-04
OG,L,1,48,1.2,2019-09-04
OG,L,1,38,0.7,2019-09-04
OG,L,1,45,1,2019-09-04
OG,L,1,49,1.3,2019-09-04
OG,L,1,43,0.9,2019-09-04
OG,L,1,127,21.4,2019-09-04
OG,L,1,136,29.1,2019-09-04
OG,L,1,108,12.5,2019-09-04
OG,L,1,100,10.8,2019-09-04
OG,L,1,100,10.1,2019-09-04
OG,L,1,92,7.9,2019-09-04
OG,L,1,127,20,2019-09-04
OG,L,1,95,9.5,2019-09-04
OG,L,1,110,14,2019-09-04
OG,L,1,104,11.6,2019-09-04
OG,L,1,100,10.2,2019-09-04
OG,L,1,109,13.4,2019-09-04
OG,L,1,85,6.9,2019-09-04
OG,L,1,80,5.6,2019-09-04
OG,L,1,92,9,2019-09-04
OG,L,1,85,6.4,2019-09-04
OG,L,1,86,6.4,2019-09-04
OG,L,1,42,0.7,2019-09-04
OG,L,1,114,15.3,2019-09-04
OG,L,1,147,33,2019-09-04
OG,L,1,95,9.7,2019-09-04
OG,L,1,113,16,2019-09-04
OG,L,1,98,10.9,2019-09-04
OG,L,1,95,8.8,2019-09-04
OG,L,1,71,4.1,2019-09-04
OG,L,1,42,0.8,2019-09-04
OG,L,1,37,0.5,2019-09-04
OG,L,1,28,0.2,2019-09-04
OG,L,1,27,0.2,2019-09-04
OG,L,1,36,0.6,2019-09-04
OG,L,1,44,1,2019-09-04
OG,L,1,40,0.8,2019-09-04
OG,L,1,37,0.5,2019-09-04
OG,L,1,42,0.8,2019-09-04
OG,L,2,47,1.1,2019-09-04
OG,L,2,117,17,2019-09-04
OG,L,2,100,10.1,2019-09-04
OG,L,2,100,10.4,2019-09-04
OG,L,2,80,5.6,2019-09-04
OG,L,2,116,16.7,2019-09-04
OG,L,2,39,0.5,2019-09-04
OG,L,2,31,0.3,2019-09-04
OG,L,2,40,0.7,2019-09-04
OG,M,1,119,17.4,2019-09-04
OG,M,1,94,8.1,2019-09-04
OG,M,1,80,5.8,2019-09-04
OG,M,1,87,6.7,2019-09-04
OG,M,1,116,16.5,2019-09-04
OG,M,1,82,5.8,2019-09-04
OG,M,1,110,14,2019-09-04
OG,M,1,134,23.8,2019-09-04
OG,M,1,114,16,2019-09-04
OG,M,1,97,9.7,2019-09-04
OG,M,1,105,11.8,2019-09-04
OG,M,1,83,5.4,2019-09-04
OG,M,1,71,3.7,2019-09-04
OG,M,1,125,19.6,2019-09-04
OG,M,1,98,10.2,2019-09-04
OG,M,1,83,6.2,2019-09-04
OG,M,1,30,0.3,2019-09-04
OG,M,1,29,0.2,2019-09-04
OG,M,1,32,0.4,2019-09-04
OG,M,1,113,16.3,2019-09-04
OG,M,1,43,0.8,2019-09-04
OG,M,1,37,0.5,2019-09-04
OG,M,1,40,0.9,2019-09-04
OG,M,1,42,0.8,2019-09-04
OG,M,1,32,0.2,2019-09-04
OG,M,1,35,0.4,2019-09-04
OG,M,1,35,0.4,2019-09-04
OG,M,1,46,1,2019-09-04
OG,M,1,40,1,2019-09-04
OG,M,1,41,0.9,2019-09-04
OG,M,1,50,1.4,2019-09-04
OG,M,1,30,0.3,2019-09-04
OG,M,1,32,0.3,2019-09-04
OG,M,1,50,1.3,2019-09-04
OG,M,1,78,4.7,2019-09-04
OG,M,1,98,9.5,2019-09-04
OG,M,1,138,25.6,2019-09-04
OG,M,1,121,16.9,2019-09-04
OG,M,1,108,13,2019-09-04
OG,M,1,146,28.3,2019-09-04
OG,M,1,51,1.4,2019-09-04
OG,M,1,54,1.5,2019-09-04
OG,M,1,51,1.7,2019-09-04
OG,M,1,52,1.6,2019-09-04
OG,M,1,48,1.1,2019-09-04
OG,M,1,116,18.2,2019-09-04
OG,M,1,104,11.4,2019-09-04
OG,M,1,85,6.4,2019-09-04
OG,M,1,74,4.3,2019-09-04
OG,M,1,50,1.3,2019-09-04
OG,M,1,104,12.2,2019-09-04
OG,M,1,98,10.1,2019-09-04
OG,M,1,84,5.7,2019-09-04
OG,M,1,92,6,2019-09-04
OG,M,1,80,5.3,2019-09-04
OG,M,1,75,4.4,2019-09-04
OG,M,2,73,4.5,2019-09-04
OG,M,2,89,7,2019-09-04
OG,M,2,124,20.7,2019-09-04
OG,M,2,36,0.5,2019-09-04
OG,M,2,53,1.7,2019-09-04
OG,M,2,47,1.1,2019-09-04
OG,M,2,105,13.3,2019-09-04
OG,M,2,108,13.6,2019-09-04
OG,M,2,82,5.5,2019-09-04
